selected_id,map_id,source_type,anchor_id,anchor_label,archetype,generator_type,selection_method,selection_role,feature_cluster,batch_target,validation_status,wkt_dir,roads_wkt,metadata_json,preview_png,world_size_x,world_size_y,n_nodes,n_edges,road_density,gridness_score,corridor_score,partition_score,community_score,distance_to_nearest_selected,distance_to_pool_centroid,notes
49,SYN_corridor_rollernet_trace_0618,trace_reference_synthetic,rollernet_trace,RollerNet contact trace,corridor_linear,corridor,hybrid,archetype_medoid,48,800,PASS,wkt/SYN_corridor_rollernet_trace_0618,wkt/SYN_corridor_rollernet_trace_0618/roads.wkt,wkt/SYN_corridor_rollernet_trace_0618/metadata.json,wkt/SYN_corridor_rollernet_trace_0618/preview.png,3050,850,28,27,1.0414657666345229e-05,1.0,53.4399,0.0,0.8148,1.1920928955078125e-07,6.672280817914843,
50,SYN_corridor_rollernet_trace_0664,trace_reference_synthetic,rollernet_trace,RollerNet contact trace,corridor_linear,corridor,hybrid,archetype_medoid,49,800,PASS,wkt/SYN_corridor_rollernet_trace_0664,wkt/SYN_corridor_rollernet_trace_0664/roads.wkt,wkt/SYN_corridor_rollernet_trace_0664/metadata.json,wkt/SYN_corridor_rollernet_trace_0664/preview.png,3050,250,29,28,3.672131147540984e-05,1.0,679.7104,0.0,0.8214,0.0,7.816988707449615,
51,SYN_corridor_rollernet_trace_0873,trace_reference_synthetic,rollernet_trace,RollerNet contact trace,corridor_linear,corridor,hybrid,topological_outlier,50,1000,PASS,wkt/SYN_corridor_rollernet_trace_0873,wkt/SYN_corridor_rollernet_trace_0873/roads.wkt,wkt/SYN_corridor_rollernet_trace_0873/metadata.json,wkt/SYN_corridor_rollernet_trace_0873/preview.png,4050,150,35,34,5.596707818930041e-05,1.0,3180.4018,0.0,0.8824,0.0,21.125037210053396,
52,SYN_corridor_rollernet_trace_0986,trace_reference_synthetic,rollernet_trace,RollerNet contact trace,corridor_linear,corridor,hybrid,archetype_medoid,51,1000,PASS,wkt/SYN_corridor_rollernet_trace_0986,wkt/SYN_corridor_rollernet_trace_0986/roads.wkt,wkt/SYN_corridor_rollernet_trace_0986/metadata.json,wkt/SYN_corridor_rollernet_trace_0986/preview.png,4050,150,37,36,5.925925925925926e-05,1.0,1920.5561,0.0,0.8611,0.0,13.90091824714403,
53,SYN_corridor_rollernet_trace_1142,trace_reference_synthetic,rollernet_trace,RollerNet contact trace,corridor_linear,corridor,hybrid,archetype_medoid,52,1200,PASS,wkt/SYN_corridor_rollernet_trace_1142,wkt/SYN_corridor_rollernet_trace_1142/roads.wkt,wkt/SYN_corridor_rollernet_trace_1142/metadata.json,wkt/SYN_corridor_rollernet_trace_1142/preview.png,4050,850,37,36,1.045751633986928e-05,1.0,95.1636,0.0,0.8333,1.1920928955078125e-07,7.100823957946268,
54,SYN_disrupted_grid_none_0540,synthetic,,,industrial_disrupted,disrupted_grid,hybrid,archetype_medoid,53,600,PASS,wkt/SYN_disrupted_grid_none_0540,wkt/SYN_disrupted_grid_none_0540/roads.wkt,wkt/SYN_disrupted_grid_none_0540/metadata.json,wkt/SYN_disrupted_grid_none_0540/preview.png,1250,1010,208,368,0.0002914851485148,1.0,1.5179,0.0,0.8614,0.0,3.8322555103273284,
55,SYN_grid_none_0568,synthetic,,,urban_grid,grid,hybrid,archetype_medoid,54,600,PASS,wkt/SYN_grid_none_0568,wkt/SYN_grid_none_0568/roads.wkt,wkt/SYN_grid_none_0568/metadata.json,wkt/SYN_grid_none_0568/preview.png,530,370,117,212,0.001081081081081,1.0,2.1,0.0,0.8208,0.0,4.286399887568221,
56,SYN_grid_none_0642,synthetic,,,urban_grid,grid,hybrid,archetype_medoid,55,800,PASS,wkt/SYN_grid_none_0642,wkt/SYN_grid_none_0642/roads.wkt,wkt/SYN_grid_none_0642/metadata.json,wkt/SYN_grid_none_0642/preview.png,1250,850,117,212,0.0001995294117647,1.0,2.1,0.0,0.8208,0.0,3.9612441247198475,
57,SYN_hub_and_spoke_none_0436,synthetic,,,hub_and_spoke,hub_and_spoke,hybrid,archetype_medoid,56,600,PASS,wkt/SYN_hub_and_spoke_none_0436,wkt/SYN_hub_and_spoke_none_0436/roads.wkt,wkt/SYN_hub_and_spoke_none_0436/metadata.json,wkt/SYN_hub_and_spoke_none_0436/preview.png,650,621,21,40,9.909575126966432e-05,0.225,1.0513,0.0,0.6,0.0,5.329111155733483,
58,SYN_hub_and_spoke_none_0489,synthetic,,,hub_and_spoke,hub_and_spoke,hybrid,archetype_medoid,57,600,PASS,wkt/SYN_hub_and_spoke_none_0489,wkt/SYN_hub_and_spoke_none_0489/roads.wkt,wkt/SYN_hub_and_spoke_none_0489/metadata.json,wkt/SYN_hub_and_spoke_none_0489/preview.png,1050,633,42,81,0.0001218686526743,0.284,2.4536,0.0,0.9877,0.0,5.011305375335915,
59,SYN_hub_and_spoke_none_0806,synthetic,,,hub_and_spoke,hub_and_spoke,hybrid,archetype_medoid,58,1000,PASS,wkt/SYN_hub_and_spoke_none_0806,wkt/SYN_hub_and_spoke_none_0806/roads.wkt,wkt/SYN_hub_and_spoke_none_0806/metadata.json,wkt/SYN_hub_and_spoke_none_0806/preview.png,1450,1018,42,81,5.487433100738432e-05,0.284,1.5688,0.0,0.9877,0.0,5.700734216495506,
60,SYN_hub_and_spoke_none_1016,synthetic,,,hub_and_spoke,hub_and_spoke,hybrid,archetype_medoid,59,1200,PASS,wkt/SYN_hub_and_spoke_none_1016,wkt/SYN_hub_and_spoke_none_1016/roads.wkt,wkt/SYN_hub_and_spoke_none_1016/metadata.json,wkt/SYN_hub_and_spoke_none_1016/preview.png,1450,1397,21,40,1.974674795744576e-05,0.275,1.0637,0.0,0.6,0.0,6.923921453431101,
61,SYN_jittered_grid_none_0271,synthetic,,,dense_urban_irregular,jittered_grid,hybrid,archetype_medoid,60,400,PASS,wkt/SYN_jittered_grid_none_0271,wkt/SYN_jittered_grid_none_0271/roads.wkt,wkt/SYN_jittered_grid_none_0271/metadata.json,wkt/SYN_jittered_grid_none_0271/preview.png,770,530,117,212,0.0005194805194805,1.0,2.1,0.0,0.8208,8.429369702178807e-08,4.109650870393743,
62,SYN_partitioned_bridge_none_0371,synthetic,,,island_or_partitioned,partitioned_bridge,hybrid,archetype_medoid,61,400,PASS,wkt/SYN_partitioned_bridge_none_0371,wkt/SYN_partitioned_bridge_none_0371/roads.wkt,wkt/SYN_partitioned_bridge_none_0371/metadata.json,wkt/SYN_partitioned_bridge_none_0371/preview.png,818,130,45,191,0.0017961256347564,0.356,155.9679,0.0,0.7382,0.0,5.815907767273999,
63,SYN_partitioned_bridge_none_0813,synthetic,,,island_or_partitioned,partitioned_bridge,hybrid,archetype_medoid,62,1000,PASS,wkt/SYN_partitioned_bridge_none_0813,wkt/SYN_partitioned_bridge_none_0813/roads.wkt,wkt/SYN_partitioned_bridge_none_0813/metadata.json,wkt/SYN_partitioned_bridge_none_0813/preview.png,471,128,50,243,0.004030652866242,0.2963,75.292,0.0,0.7037,0.0,6.998378383226573,
64,SYN_partitioned_bridge_none_0946,synthetic,,,island_or_partitioned,partitioned_bridge,hybrid,archetype_medoid,63,1000,PASS,wkt/SYN_partitioned_bridge_none_0946,wkt/SYN_partitioned_bridge_none_0946/roads.wkt,wkt/SYN_partitioned_bridge_none_0946/metadata.json,wkt/SYN_partitioned_bridge_none_0946/preview.png,465,130,50,492,0.0081389578163771,0.3252,51.9623,0.0,0.7663,0.0,11.411180416907149,
65,SYN_partitioned_bridge_none_1129,synthetic,,,island_or_partitioned,partitioned_bridge,hybrid,archetype_medoid,64,1200,PASS,wkt/SYN_partitioned_bridge_none_1129,wkt/SYN_partitioned_bridge_none_1129/roads.wkt,wkt/SYN_partitioned_bridge_none_1129/metadata.json,wkt/SYN_partitioned_bridge_none_1129/preview.png,829,130,75,542,0.0050292289134267,0.393,148.7127,0.0,0.8137,0.0,8.50511608440688,
66,SYN_radial_city_none_0222,synthetic,,,radial_city,radial_city,hybrid,archetype_medoid,65,400,PASS,wkt/SYN_radial_city_none_0222,wkt/SYN_radial_city_none_0222/roads.wkt,wkt/SYN_radial_city_none_0222/metadata.json,wkt/SYN_radial_city_none_0222/preview.png,690,690,33,57,0.0001197227473219,0.2281,1.0,0.0,0.6491,5.960464477539063e-08,3.9737997827115064,
67,SYN_radial_city_none_0304,synthetic,,,radial_city,radial_city,hybrid,archetype_medoid,66,400,PASS,wkt/SYN_radial_city_none_0304,wkt/SYN_radial_city_none_0304/roads.wkt,wkt/SYN_radial_city_none_0304/metadata.json,wkt/SYN_radial_city_none_0304/preview.png,1170,1170,57,105,7.670392285776902e-05,0.2381,1.0,0.0,0.6952,0.0,3.8599880747258934,
68,SYN_radial_city_none_0892,synthetic,,,radial_city,radial_city,hybrid,archetype_medoid,67,1000,PASS,wkt/SYN_radial_city_none_0892,wkt/SYN_radial_city_none_0892/roads.wkt,wkt/SYN_radial_city_none_0892/metadata.json,wkt/SYN_radial_city_none_0892/preview.png,850,850,81,145,0.0002006920415224,0.3931,1.0,0.0,0.7586,5.960464477539063e-08,3.5106010990374643,
69,SYN_sparse_rural_none_0376,synthetic,,,rural_roads,sparse_rural,hybrid,archetype_medoid,68,400,PASS,wkt/SYN_sparse_rural_none_0376,wkt/SYN_sparse_rural_none_0376/roads.wkt,wkt/SYN_sparse_rural_none_0376/metadata.json,wkt/SYN_sparse_rural_none_0376/preview.png,1400,1353,20,36,1.90053848590434e-05,0.2778,1.334,0.0,0.5278,0.0,5.673270467923382,
70,SYN_sparse_rural_none_0840,synthetic,,,rural_roads,sparse_rural,hybrid,archetype_medoid,69,1000,PASS,wkt/SYN_sparse_rural_none_0840,wkt/SYN_sparse_rural_none_0840/roads.wkt,wkt/SYN_sparse_rural_none_0840/metadata.json,wkt/SYN_sparse_rural_none_0840/preview.png,4598,4341,29,62,3.1062251858950523e-06,0.3548,2.0729,0.0,0.6613,0.0,16.190715559000896,
71,SYN_sparse_rural_none_1133,synthetic,,,rural_roads,sparse_rural,hybrid,archetype_medoid,70,1200,PASS,wkt/SYN_sparse_rural_none_1133,wkt/SYN_sparse_rural_none_1133/roads.wkt,wkt/SYN_sparse_rural_none_1133/metadata.json,wkt/SYN_sparse_rural_none_1133/preview.png,3622,3707,38,73,5.436906045943792e-06,0.3699,1.3206,0.0,0.7123,0.0,10.29758443743141,
72,SYN_tree_trails_none_0395,synthetic,,,sparse_trails,tree_trails,hybrid,archetype_medoid,71,400,PASS,wkt/SYN_tree_trails_none_0395,wkt/SYN_tree_trails_none_0395/roads.wkt,wkt/SYN_tree_trails_none_0395/metadata.json,wkt/SYN_tree_trails_none_0395/preview.png,947,947,138,221,0.0002464292842734,0.4022,4.2281,0.0,0.8145,5.960464477539063e-08,2.9867106594400195,
73,SYN_tree_trails_none_0470,synthetic,,,sparse_trails,tree_trails,hybrid,archetype_medoid,72,600,PASS,wkt/SYN_tree_trails_none_0470,wkt/SYN_tree_trails_none_0470/roads.wkt,wkt/SYN_tree_trails_none_0470/metadata.json,wkt/SYN_tree_trails_none_0470/preview.png,1158,1158,27,29,2.1626233068150973e-05,0.1333,3.3018,0.0,0.7931,0.0,4.444348161241207,
74,SYN_tree_trails_none_1005,synthetic,,,sparse_trails,tree_trails,hybrid,archetype_medoid,73,1200,PASS,wkt/SYN_tree_trails_none_1005,wkt/SYN_tree_trails_none_1005/roads.wkt,wkt/SYN_tree_trails_none_1005/metadata.json,wkt/SYN_tree_trails_none_1005/preview.png,657,687,63,62,0.0001373629416938,0.4032,3.4306,0.0,0.871,0.0,6.965464148230403,
75,SYN_tree_trails_none_1182,synthetic,,,sparse_trails,tree_trails,hybrid,archetype_medoid,74,1200,PASS,wkt/SYN_tree_trails_none_1182,wkt/SYN_tree_trails_none_1182/roads.wkt,wkt/SYN_tree_trails_none_1182/metadata.json,wkt/SYN_tree_trails_none_1182/preview.png,721,729,121,120,0.0002283065929236,0.2917,3.861,0.0,0.9333,1.6858739404357614e-07,10.599495405235896,
